#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  89
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  89
#! SET periodic_psi true
   -3.141592654   -3.141592654   17.356515603  -56.879065829   12.316413209
   -3.070995066   -3.141592654   13.488420664  -52.104047694   11.825931383
   -3.000397478   -3.141592654   10.071169277  -44.259180751   11.626699906
   -2.929799890   -3.141592654    7.284824990  -34.438369868   11.985869107
   -2.859202303   -3.141592654    5.221526440  -24.020940893   12.784234733
   -2.788604715   -3.141592654    3.875773791  -14.293209330   13.609160259
   -2.718007127   -3.141592654    3.166458917   -6.078005264   14.099489461
   -2.647409540   -3.141592654    2.973217570    0.301144511   14.303799678
   -2.576811952   -3.141592654    3.164585537    4.828596292   14.731783433
   -2.506214364   -3.141592654    3.617637113    7.760810906   16.020947979
   -2.435616776   -3.141592654    4.237411019    9.680783619   18.424367565
   -2.365019189   -3.141592654    4.981457415   11.404493133   21.568379476
   -2.294421601   -3.141592654    5.857920287   13.464543566   24.615169127
   -2.223824013   -3.141592654    6.889200085   15.671477766   26.778631268
   -2.153226425   -3.141592654    8.060812146   17.258465211   27.789731970
   -2.082628838   -3.141592654    9.294927596   17.306970392   27.940733538
   -2.012031250   -3.141592654   10.461358833   15.332801291   27.802746882
   -1.941433662   -3.141592654   11.419738812   11.470268747   27.752272430
   -1.870836075   -3.141592654   12.065586450    6.768216619   27.741993598
   -1.800238487   -3.141592654   12.397536838    2.838661247   27.458191303
   -1.729640899   -3.141592654   12.532955522    1.410690825   26.830277906
   -1.659043311   -3.141592654   12.683505115    3.342490626   26.286710114
   -1.588445724   -3.141592654   13.069359756    7.817025177   26.615440207
   -1.517848136   -3.141592654   13.807796089   12.940747749   28.355024763
   -1.447250548   -3.141592654   14.877381629   17.029813707   31.318225468
   -1.376652961   -3.141592654   16.180450118   19.645768162   34.566395191
   -1.306055373   -3.141592654   17.641261754   21.641999435   36.941478216
   -1.235457785   -3.141592654   19.257057299   24.242895295   37.688713401
   -1.164860197   -3.141592654   21.088017969   27.658306667   36.699615327
   -1.094262610   -3.141592654   23.168990579   31.156694018   34.374448011
   -1.023665022   -3.141592654   25.464167592   33.539107423   31.228540039
   -0.953067434   -3.141592654   27.863115195   34.009708323   27.636439287
   -0.882469847   -3.141592654   30.221905552   32.457982597   23.786247837
   -0.811872259   -3.141592654   32.408843196   29.183458011   19.772160166
   -0.741274671   -3.141592654   34.320233354   24.728932442   15.737458503
   -0.670677083   -3.141592654   35.890900091   19.677752525   11.896158524
   -0.600079496   -3.141592654   37.100054688   14.572212185    8.486419047
   -0.529481908   -3.141592654   37.963927763    9.994913141    5.683500016
   -0.458884320   -3.141592654   38.535664708    6.301259153    3.562282565
   -0.388286732   -3.141592654   38.882820326    3.670328817    2.085318613
   -0.317689145   -3.141592654   39.078165992    1.959760170    1.134446245
   -0.247091557   -3.141592654   39.178952843    0.966921446    0.572160724
   -0.176493969   -3.141592654   39.226978683    0.442598296    0.265455622
   -0.105896382   -3.141592654   39.249265299    0.164849981    0.112177514
   -0.035298794   -3.141592654   39.256996962    0.064008933    0.041889130
    0.035298794   -3.141592654   39.259652385    0.013771707    0.008695842
    0.105896382   -3.141592654   39.259516189   -0.023288079   -0.015938059
    0.176493969   -3.141592654   39.255891702   -0.080507207   -0.058106616
    0.247091557   -3.141592654   39.245622417   -0.216336037   -0.154652695
    0.317689145   -3.141592654   39.221485305   -0.498557427   -0.360122779
    0.388286732   -3.141592654   39.168433814   -1.067524916   -0.762332361
    0.458884320   -3.141592654   39.058765384   -2.145467849   -1.474854354
    0.529481908   -3.141592654   38.846724617   -4.018559341   -2.627298130
    0.600079496   -3.141592654   38.466885718   -6.921246169   -4.332069212
    0.670677083   -3.141592654   37.846945988  -10.758503019   -6.627107867
    0.741274671   -3.141592654   36.942942843  -14.776566170   -9.391843849
    0.811872259   -3.141592654   35.791192316  -17.482429960  -12.268310787
    0.882469847   -3.141592654   34.546990050  -17.133464667  -14.659891361
    0.953067434   -3.141592654   33.468727286  -12.733203604  -15.879354268
    1.023665022   -3.141592654   32.831293381   -4.898649617  -15.430959255
    1.094262610   -3.141592654   32.806585883    4.172157388  -13.283642096
    1.164860197   -3.141592654   33.384982662   11.770329808   -9.946698163
    1.235457785   -3.141592654   34.388881251   16.041316111   -6.269865018
    1.306055373   -3.141592654   35.563425086   16.679965276   -3.079333117
    1.376652961   -3.141592654   36.680578399   14.636972123   -0.867909160
    1.447250548   -3.141592654   37.600018401   11.306219105    0.301814181
    1.517848136   -3.141592654   38.274446485    7.848809909    0.680767465
    1.588445724   -3.141592654   38.721619010    4.940780461    0.622588779
    1.659043311   -3.141592654   38.990924685    2.822505112    0.417855895
    1.729640899   -3.141592654   39.138033071    1.457358073    0.228218925
